S,X1,X2,X3,A,Y_1,Y_0,d_pop,d_out,epsilon,inter,Y
0,-1.867281,.2410722,2.136488,0,-.3570008,.5102799,-.8672807,-.8672807,,,
0,-1.059237,.0836405,-.0867117,0,-1.121546,-1.062309,-.0592372,-.0592372,,,
0,-.5352191,-1.856433,-.3671947,0,-2.294066,-2.758847,.4647808,.4647808,,,
0,2.100103,2.07101,2.364418,0,9.635633,6.535531,3.100103,3.100103,,,
0,2.096699,.6633291,-.980201,0,4.876526,1.779827,3.096699,3.096699,,,
0,-.7843639,.6461849,-.9795003,0,-.9020431,-1.117679,.2156361,.2156361,,,
0,-.2477724,.2309951,.0056204,0,.7410706,-.011157,.7522275,.7522275,,,
0,.3674234,-1.432273,-.6519602,0,-.3493862,-1.71681,1.367423,1.367423,,,
0,-.5356456,-.6151885,-.2359359,0,-.9224156,-1.38677,.4643544,.4643544,,,
0,.5341276,-1.090146,.3101496,0,1.288259,-.2458689,1.534128,1.534128,,,
0,.1002995,1.056354,1.580109,0,3.837062,2.736763,1.1003,1.1003,,,
0,-.7939317,1.76621,-.4478279,0,.7305192,.5244508,.2060683,.2060683,,,
0,-.6484726,-.2598084,-1.049681,0,-1.606435,-1.957962,.3515273,.3515273,,,
0,-.8320827,-.8687667,-.4141479,0,-1.94708,-2.114997,.1679173,.1679173,,,
0,-.4990544,-1.935208,.2000306,0,-1.733286,-2.234232,.5009457,.5009457,,,
0,-.339702,-1.384328,-1.049781,0,-2.113512,-2.77381,.6602979,.6602979,,,
0,1.614148,-.8957696,-.6756778,0,2.656848,.0427003,2.614148,2.614148,,,
0,.819499,-.6014045,1.545187,0,3.582781,1.763282,1.819499,1.819499,,,
0,-.4747486,.1316773,2.602342,0,2.784523,2.259271,.5252514,.5252514,,,
0,.2240793,2.360799,-.4694457,0,3.339512,2.115433,1.224079,1.224079,,,
0,.019367,-.0366429,-.4302818,0,.5718092,-.4475578,1.019367,1.019367,,,
0,1.943972,-.3188407,-.1233968,0,4.445707,1.501735,2.943972,2.943972,,,
0,.2773349,-.5950736,.7915863,0,1.751183,.4738477,1.277335,1.277335,,,
0,-1.490739,-1.460811,-1.507638,0,-4.949928,-4.459189,-.4907393,-.4907393,,,
0,1.352833,.8276607,-2.304893,0,2.228435,-.1243985,2.352833,2.352833,,,
0,-1.82598,.2090798,.0355513,0,-2.407329,-1.581349,-.8259799,-.8259799,,,
0,-.1512654,.1339458,1.393813,0,2.225228,1.376493,.8487347,.8487347,,,
0,.0706315,.3183104,-.7213677,0,.7382057,-.3324258,1.070632,1.070632,,,
0,.2593742,.639037,-.2957451,0,1.86204,.6026661,1.259374,1.259374,,,
0,.1806756,-1.427722,-1.120013,0,-1.186384,-2.367059,1.180676,1.180676,,,
0,-.757011,1.178203,-.9806076,0,-.3164264,-.5594154,.242989,.242989,,,
0,.7635942,-.8901948,.369176,0,2.006169,.2425753,1.763594,1.763594,,,
0,.0266005,1.509256,-1.324992,0,1.237466,.2108654,1.0266,1.0266,,,
0,.4242061,-2.104174,1.654157,0,1.398395,-.0258108,1.424206,1.424206,,,
0,1.051169,-.7254866,-.1051846,0,2.271666,.2204975,2.051169,2.051169,,,
0,.2270994,.9549662,-1.04324,0,1.365925,.1388254,1.227099,1.227099,,,
0,-.0485994,-.1549103,-.1944588,0,.553432,-.3979686,.9514005,.9514005,,,
0,.478576,-.0750641,.1911702,0,2.073258,.594682,1.478576,1.478576,,,
0,1.428917,.7032403,-.4896266,0,4.071448,1.642531,2.428917,2.428917,,,
0,-.8372054,.6811653,-1.404084,0,-1.39733,-1.560125,.1627947,.1627947,,,
0,-.7130689,-1.105841,-.8928716,0,-2.42485,-2.711782,.286931,.286931,,,
0,1.580295,.6100137,-1.040805,0,3.7298,1.149505,2.580296,2.580296,,,
0,-.8257879,-.9327569,1.792345,0,.2080121,.0338,.1742121,.1742121,,,
0,.0078731,-.7229599,.7607522,0,1.053539,.0456654,1.007873,1.007873,,,
0,-.6941409,-1.373762,1.046604,0,-.7154393,-1.021298,.3058591,.3058591,,,
0,-.9320855,-.4848626,.7191031,0,-.6299304,-.697845,.0679145,.0679145,,,
0,-.7698343,1.249837,3.336614,0,4.046782,3.816617,.2301657,.2301657,,,
0,1.531316,-1.683219,-.9512156,0,1.428196,-1.103119,2.531316,2.531316,,,
0,.0460348,-1.089245,-.709245,0,-.7064204,-1.752455,1.046035,1.046035,,,
0,.4039119,-1.640379,1.006682,0,1.174126,-.2297855,1.403912,1.403912,,,
0,1.872307,.2214412,-.7704268,0,4.195628,1.323321,2.872307,2.872307,,,
0,-.4836669,.6310428,-.5539389,0,.1097702,-.4065629,.5163331,.5163331,,,
0,-.6772616,-.5532408,.5278916,0,-.3798724,-.7026109,.3227384,.3227384,,,
0,1.682715,-1.55639,-.067423,0,2.741617,.0589021,2.682715,2.682715,,,
0,1.551456,.5879595,-.471756,0,4.219116,1.66766,2.551456,2.551456,,,
0,-.0559646,-.4349377,.8905317,0,1.343665,.3996294,.9440354,.9440354,,,
0,-.9472557,.1635205,2.286334,0,1.555343,1.502599,.0527443,.0527443,,,
0,-.928145,-.733624,.6857761,0,-.904138,-.975993,.071855,.071855,,,
0,.9529628,-1.699249,.1493521,0,1.356028,-.5969345,1.952963,1.952963,,,
0,-.0868273,-.707351,1.752133,0,1.871128,.9579551,.9131727,.9131727,,,
0,.0956258,-.9334846,1.591627,0,1.849395,.7537687,1.095626,1.095626,,,
0,1.578298,.9115945,-.9032851,0,4.164906,1.586607,2.578298,2.578298,,,
0,.3037706,.5033175,-.7012761,0,1.409582,.1058119,1.303771,1.303771,,,
0,1.069241,-.5528664,-.3767151,0,2.2089,.1396591,2.069241,2.069241,,,
0,-.5257069,-.1850786,-.554042,0,-.7905345,-1.264827,.474293,.474293,,,
0,-.938969,-.7270442,.6371746,0,-.9678077,-1.028839,.061031,.061031,,,
0,.8453891,.335031,-1.644149,0,1.38166,-.4637288,1.845389,1.845389,,,
0,-.7019203,-1.377512,.4359744,0,-1.345379,-1.643458,.2980796,.2980796,,,
0,.8122308,-.6052822,1.265419,0,3.284598,1.472367,1.812231,1.812231,,,
0,.7072831,-1.17764,-2.022747,0,-.7858213,-2.493104,1.707283,1.707283,,,
0,.6767003,.128529,-.135442,0,2.346488,.6697873,1.6767,1.6767,,,
0,-1.241641,-.0681496,-1.073321,0,-2.624753,-2.383111,-.241641,-.241641,,,
0,-1.472865,-.1835815,-1.486034,0,-3.615345,-3.14248,-.4728644,-.4728644,,,
0,1.59214,-.9335175,.2932864,0,3.544049,.9519091,2.59214,2.59214,,,
0,1.671086,1.392461,-.4317551,0,5.302878,2.631792,2.671086,2.671086,,,
0,-.113669,-.1293883,.7914475,0,1.434721,.5483902,.886331,.886331,,,
0,1.02845,-1.044988,.3774709,0,2.389384,.3609333,2.02845,2.02845,,,
0,-.5611018,-.7476466,.8334455,0,-.0364047,-.4753029,.4388982,.4388982,,,
0,-1.9913,1.609403,.0594969,0,-1.313699,-.3223999,-.9912996,-.9912996,,,
0,.6353592,.8737211,1.080344,0,4.224784,2.589425,1.635359,1.635359,,,
0,-.1523062,.3916694,-.2989968,0,.7880602,-.0596336,.8476938,.8476938,,,
0,.4067865,1.452468,-.0710725,0,3.194968,1.788182,1.406786,1.406786,,,
0,.5450653,-1.282289,-.7773365,0,.0305056,-1.51456,1.545065,1.545065,,,
0,.2645783,-1.577967,.7472719,0,.6984618,-.5661165,1.264578,1.264578,,,
0,1.060871,.0472342,.0747774,0,3.243754,1.182883,2.060871,2.060871,,,
0,-.0825994,-.9858537,.7538711,0,.6028185,-.314582,.9174006,.9174006,,,
0,-.691364,.287346,.8621478,0,.7667657,.4581298,.308636,.308636,,,
0,.1339977,-2.675536,-1.452006,0,-2.859547,-3.993544,1.133998,1.133998,,,
0,-.8190744,-.4810774,-.82964,0,-1.948866,-2.129792,.1809256,.1809256,,,
0,-.4048668,.1154591,.2135503,0,.519276,-.0758573,.5951332,.5951332,,,
0,-.5928716,.914705,-1.024202,0,-.2952402,-.7023686,.4071284,.4071284,,,
0,.7440619,.4484603,.8930695,0,3.829654,2.085592,1.744062,1.744062,,,
0,1.11198,-1.039248,2.109845,0,4.294556,2.182577,2.111979,2.111979,,,
0,-.2862341,-.7766893,-.1821146,0,-.5312721,-1.245038,.713766,.713766,,,
0,-.4820125,-.3726961,.9398633,0,.6031423,.0851547,.5179875,.5179875,,,
0,1.5781,-.6692988,.2333965,0,3.720297,1.142197,2.5781,2.5781,,,
0,-.7055433,2.446977,-.1019513,0,1.933939,1.639482,.2944567,.2944567,,,
0,-.685661,-.6429147,1.015642,0,.0014055,-.3129334,.314339,.314339,,,
0,.32044,-.0269555,1.313033,0,2.926958,1.606518,1.32044,1.32044,,,
0,-.5435998,-.7183589,-.5962284,0,-1.401787,-1.858187,.4564002,.4564002,,,
0,.6161695,.0112529,2.322963,0,4.566555,2.950385,1.61617,1.61617,,,
0,-1.770259,.4824129,1.547656,0,-.5104486,.2598102,-.7702588,-.7702588,,,
0,-.9267464,.2352265,1.809683,0,1.191416,1.118163,.0732535,.0732535,,,
0,-.401571,-1.041371,.3866485,0,-.4578642,-1.056293,.598429,.598429,,,
0,.1246596,-.2272215,.0870721,0,1.10917,-.0154898,1.12466,1.12466,,,
0,-.3964999,-.5241076,.0326864,0,-.2844209,-.8879211,.6035001,.6035001,,,
0,-.944371,-.3637444,-.3842831,0,-1.63677,-1.692399,.055629,.055629,,,
0,-.4310317,-.3887708,-1.528317,0,-1.779151,-2.348119,.5689683,.5689683,,,
0,-1.483295,.238428,-.1373068,0,-1.865469,-1.382174,-.4832953,-.4832953,,,
0,-2.037709,.8435789,-.4225423,0,-2.654382,-1.616673,-1.037709,-1.037709,,,
0,2.149111,.5751413,-.4078,0,5.465563,2.316452,3.149111,3.149111,,,
0,.7883323,-.3566382,.3677982,0,2.587825,.7994924,1.788332,1.788332,,,
0,.2229932,1.144507,-.3438712,0,2.246622,1.023629,1.222993,1.222993,,,
0,-.2709982,1.535062,-1.369616,0,.6234498,-.105552,.7290018,.7290018,,,
0,-.5190634,.8475672,1.156185,0,1.965626,1.484689,.4809365,.4809365,,,
0,-.6949867,1.370519,1.740326,0,2.720871,2.415858,.3050132,.3050132,,,
0,-1.020718,-.4490695,1.506903,0,.0163969,.0371152,-.0207183,-.0207183,,,
0,.7278878,.1203403,1.293975,0,3.870091,2.142203,1.727888,1.727888,,,
0,-.1101299,.4689386,.0893306,0,1.338009,.4481393,.8898701,.8898701,,,
0,.7278506,.2572525,-1.022651,0,1.690302,-.0375482,1.727851,1.727851,,,
0,.475315,.0288656,.1587163,0,2.138212,.6628969,1.475315,1.475315,,,
0,.3223771,-1.803998,1.008446,0,.8492022,-.4731749,1.322377,1.322377,,,
0,.606647,1.092853,-1.904322,0,1.401825,-.2048219,1.606647,1.606647,,,
0,-.3729433,-.0404998,.6634789,0,.8770924,.2500358,.6270566,.6270566,,,
0,.5151319,1.428024,.1246657,0,3.582953,2.067821,1.515132,1.515132,,,
0,.834294,-.6514222,-.7937317,0,1.223434,-.6108599,1.834294,1.834294,,,
0,-1.783226,.34719,-1.943727,0,-4.162989,-3.379763,-.783226,-.783226,,,
0,2.12873,.6527208,1.220447,0,7.130628,4.001898,3.12873,3.12873,,,
0,-.6685669,.5531464,1.768183,0,1.984196,1.652763,.3314331,.3314331,,,
0,-.5675128,1.351668,-.7786146,0,.438028,.0055408,.4324872,.4324872,,,
0,-.4234126,.7352221,.9562552,0,1.844652,1.268065,.5765874,.5765874,,,
0,-.3958099,.4415476,-1.488168,0,-.8382401,-1.44243,.6041901,.6041901,,,
0,1.168046,-1.554466,-.0764908,0,1.705134,-.4629112,2.168046,2.168046,,,
0,-.3264003,1.83549,-.3163637,0,1.866325,1.192726,.6735996,.6735996,,,
0,-.7764761,-.6314923,-1.737887,0,-2.922331,-3.145855,.2235239,.2235239,,,
0,.0652506,.0349766,1.226254,0,2.391732,1.326481,1.065251,1.065251,,,
0,.2918996,-.411791,.9491172,0,2.121125,.8292259,1.2919,1.2919,,,
0,1.605327,.1389095,.5785272,0,4.92809,2.322763,2.605327,2.605327,,,
0,.4801957,.0557086,-1.176635,0,.8394648,-.6407309,1.480196,1.480196,,,
0,.3403956,.1597975,.3537768,0,2.194366,.8539699,1.340396,1.340396,,,
0,-.4105655,1.265348,-.1654153,0,1.278801,.6893668,.5894345,.5894345,,,
0,.8252402,.341406,-.8707729,0,2.121114,.2958733,1.82524,1.82524,,,
0,-.1797479,.8413683,1.203404,0,2.685276,1.865024,.8202521,.8202521,,,
0,-1.350282,-1.544106,.1082583,0,-3.136412,-2.78613,-.3502824,-.3502824,,,
0,.4742577,-1.26064,1.120439,0,1.808315,.3340571,1.474258,1.474258,,,
0,-.7493873,-.3469632,.0905593,0,-.7551785,-1.005791,.2506127,.2506127,,,
0,-.1977209,1.204752,.0862356,0,1.895546,1.093267,.8022791,.8022791,,,
0,.9954547,-.8989244,-.0747065,0,2.017279,.0218239,1.995455,1.995455,,,
0,-.6634848,-1.083488,2.057288,0,.6468308,.3103156,.3365152,.3365152,,,
0,-1.129081,.0442334,1.987551,0,.7736218,.9027029,-.1290811,-.1290811,,,
0,-.0916025,-1.35908,.8459229,0,.3036377,-.6047597,.9083974,.9083974,,,
0,.297734,.0895595,-.0704503,0,1.614577,.3168432,1.297734,1.297734,,,
0,-.3473195,-.1082298,-.01457,0,.1825613,-.4701193,.6526805,.6526805,,,
0,-.4799797,-.8641891,.4922644,0,-.3318841,-.8519044,.5200204,.5200204,,,
0,1.355088,-.1366815,.0911601,0,3.664654,1.309566,2.355088,2.355088,,,
0,1.849589,-.1774648,-1.983705,0,2.538008,-.311581,2.849589,2.849589,,,
0,-.7273252,.8008886,.170261,0,.5164992,.2438244,.2726748,.2726748,,,
0,-.8913036,.3871312,1.414739,0,1.019263,.9105662,.1086963,.1086963,,,
0,.4184879,.330718,-1.009047,0,1.158646,-.2598415,1.418488,1.418488,,,
0,-1.289392,-1.846306,-.1752138,0,-3.600304,-3.310912,-.289392,-.289392,,,
0,1.614712,-.4287573,1.85747,0,5.658138,3.043425,2.614712,2.614712,,,
0,.504927,-.167454,-.0379932,0,1.804407,.2994798,1.504927,1.504927,,,
0,-.3660067,1.250744,-.3691989,0,1.149532,.5155386,.6339933,.6339933,,,
0,.4870499,-.881137,-.6577365,0,.4352264,-1.051823,1.48705,1.48705,,,
0,-1.570793,.1553284,1.089177,0,-.8970813,-.326288,-.5707933,-.5707933,,,
0,1.47945,.7167276,-.3928616,0,4.282767,1.803316,2.47945,2.47945,,,
0,1.28794,-.4199798,1.499675,0,4.655574,2.367635,2.287939,2.287939,,,
0,.4917123,-1.338452,.6161238,0,1.261096,-.2306158,1.491712,1.491712,,,
0,1.247234,.7035034,-1.836817,0,2.361155,.1139203,2.247234,2.247234,,,
0,-.3214172,.6020055,-.0641253,0,.8950458,.216463,.6785828,.6785828,,,
0,-1.309556,-.2937308,1.120832,0,-.7920098,-.4824542,-.3095556,-.3095556,,,
0,.4170691,1.451281,-.6834366,0,2.601983,1.184914,1.417069,1.417069,,,
0,-.4585133,.1450672,-.5883614,0,-.3603209,-.9018075,.5414866,.5414866,,,
0,-.6326582,-1.65772,1.65274,0,-.2702963,-.6376382,.3673418,.3673418,,,
0,.8469948,.0726277,.4577459,0,3.224363,1.377368,1.846995,1.846995,,,
0,.7165893,.4933439,1.538925,0,4.465447,2.748858,1.716589,1.716589,,,
0,.9246448,.7668324,.30166,0,3.917782,1.993137,1.924645,1.924645,,,
0,-.9878016,.5934353,2.047968,0,1.6658,1.653602,.0121983,.0121983,,,
0,.5626295,.3057876,-.2117303,0,2.219316,.6566867,1.562629,1.562629,,,
0,.4784525,.5952119,-.1938057,0,2.358311,.8798587,1.478452,1.478452,,,
0,-1.766911,2.133572,-.9682337,0,-1.368484,-.6015731,-.766911,-.766911,,,
0,.2593843,.0475462,-1.166599,0,.3997154,-.8596689,1.259384,1.259384,,,
0,1.444848,.3611059,-.8297677,0,3.421035,.9761863,2.444848,2.444848,,,
0,-.5870684,.6778973,.7727646,0,1.276525,.8635936,.4129317,.4129317,,,
0,-.9030817,-.7354041,-.2182079,0,-1.759775,-1.856694,.0969183,.0969183,,,
0,1.355297,-1.01173,-.5038474,0,2.195015,-.1602812,2.355297,2.355297,,,
0,.5922306,.5950857,1.069233,0,3.84878,2.256549,1.592231,1.592231,,,
0,.4083265,-.7372156,.477218,0,1.556655,.1483289,1.408327,1.408327,,,
0,.9820454,-.3533852,-.2522796,0,2.358426,.3763806,1.982046,1.982046,,,
0,-.4652004,-1.669791,-.5275494,0,-2.127741,-2.66254,.5347996,.5347996,,,
0,.4124491,-.3746184,-1.101444,0,.3488363,-1.063613,1.412449,1.412449,,,
0,.8008091,.1111117,.3216174,0,3.034347,1.233538,1.800809,1.800809,,,
0,-.0720969,-.4469066,-.8983404,0,-.4894408,-1.417344,.9279031,.9279031,,,
0,1.140556,-.7714362,-1.805383,0,.7042917,-1.436264,2.140555,2.140555,,,
0,.3415034,-.952664,1.360959,0,2.091301,.7497981,1.341503,1.341503,,,
0,-.1752896,-.0014893,-.1985672,0,.4493643,-.3753461,.8247105,.8247105,,,
0,-1.398224,-.8298283,1.143947,0,-1.482329,-1.084105,-.3982239,-.3982239,,,
0,1.232249,-.7263703,.9928772,0,3.731005,1.498756,2.232249,2.232249,,,
0,.2373979,.3047482,.4992447,0,2.278789,1.041391,1.237398,1.237398,,,
0,.5160239,-.1262009,.0796755,0,1.985522,.4694985,1.516024,1.516024,,,
0,-.8668925,-1.979561,.9071079,0,-1.806238,-1.939346,.1331077,.1331077,,,
0,-.4125529,.7144004,1.481361,0,2.370656,1.783209,.5874472,.5874472,,,
0,.6489503,-.336935,.906108,0,2.867074,1.218123,1.64895,1.64895,,,
0,-1.138454,-.5195149,-.6117584,0,-2.408182,-2.269728,-.1384544,-.1384544,,,
0,-.3862593,.5122877,1.20128,0,1.941049,1.327309,.6137407,.6137407,,,
0,1.526644,-.8847445,.6151929,0,3.783736,1.257092,2.526644,2.526644,,,
0,-1.609567,.9512298,-.1337764,0,-1.401681,-.7921137,-.609567,-.609567,,,
0,-1.408332,1.445173,.5828962,0,.2114041,.6197365,-.4083323,-.4083323,,,
0,.7124482,.3362335,4.615801,0,7.376931,5.664483,1.712448,1.712448,,,
0,.5368077,.0663809,-1.394554,0,.7454426,-.7913651,1.536808,1.536808,,,
0,-1.591094,.5315531,-1.197738,0,-2.848373,-2.257279,-.5910943,-.5910943,,,
0,.5447626,-.4177778,.0425934,0,1.714341,.1695782,1.544763,1.544763,,,
0,.1640552,.1296025,.5017631,0,1.959476,.7954208,1.164055,1.164055,,,
0,-1.136385,-.8416798,.4811026,0,-1.633346,-1.496962,-.1363846,-.1363846,,,
0,.9478173,.1603028,1.399581,0,4.455519,2.507701,1.947817,1.947817,,,
0,.4947371,-.4954776,2.33509,0,3.829087,2.334349,1.494737,1.494737,,,
0,.7533733,1.46396,-1.110597,0,2.860109,1.106736,1.753373,1.753373,,,
0,2.151629,-1.40109,1.729594,0,5.631762,2.480133,3.151628,3.151628,,,
0,.1571825,-.3038199,.8211374,0,1.831682,.6745,1.157182,1.157182,,,
0,.650742,-.2080317,-.3124129,0,1.781039,.1302974,1.650742,1.650742,,,
0,-.8303872,1.901475,-.2890953,0,.9516057,.7819929,.1696128,.1696128,,,
0,-1.5836,-2.130936,.8218334,0,-3.476303,-2.892703,-.5836003,-.5836003,,,
0,-.9610459,-.15192,-.9681236,0,-2.042135,-2.081089,.038954,.038954,,,
0,.7257722,.681984,-1.957423,0,1.176105,-.5496669,1.725772,1.725772,,,
0,.6533622,-3.081856,-1.322192,0,-2.097324,-3.750686,1.653362,1.653362,,,
0,.2843722,-1.397059,1.422349,0,1.594035,.3096624,1.284372,1.284372,,,
0,.2693502,-1.191531,.9912312,0,1.338401,.0690508,1.26935,1.26935,,,
0,.8910837,2.511219,.2384147,0,5.531801,3.640718,1.891083,1.891083,,,
0,.3725035,.6942031,2.295533,0,4.734744,3.36224,1.372504,1.372504,,,
0,.1993551,-.1686608,.8596861,0,2.089736,.8903804,1.199355,1.199355,,,
0,.8961218,.0151151,-1.655017,0,1.152341,-.7437804,1.896122,1.896122,,,
0,-.3162644,1.709891,1.162873,0,3.240236,2.5565,.6837356,.6837356,,,
0,-.7882759,.0880152,-.6656343,0,-1.154171,-1.365895,.2117242,.2117242,,,
0,-1.560261,.6627057,-.220481,0,-1.678298,-1.118037,-.5602615,-.5602615,,,
0,.0833644,-1.148424,-.3517259,0,-.333421,-1.416785,1.083364,1.083364,,,
0,.2484037,.1779725,.3123328,0,1.987113,.738709,1.248404,1.248404,,,
0,-1.911561,-1.002516,.3880864,0,-3.437551,-2.52599,-.9115608,-.9115608,,,
0,.1986881,-1.031618,-1.037426,0,-.6716678,-1.870356,1.198688,1.198688,,,
0,.6327598,.9318743,2.699352,0,5.896746,4.263987,1.63276,1.63276,,,
0,1.279422,-.5069718,1.651581,0,4.703454,2.424032,2.279422,2.279422,,,
0,-.9578926,-.5579462,.0473928,0,-1.426339,-1.468446,.0421075,.0421075,,,
0,-.2481022,.7841628,.2924546,0,1.580413,.8285152,.7518977,.7518977,,,
0,.6792212,-.2749866,-.0862061,0,1.99725,.3180285,1.679221,1.679221,,,
0,1.899593,-.0977203,-.8096417,0,3.891824,.9922307,2.899593,2.899593,,,
0,-.5000911,-.8935069,-.093911,0,-.9876002,-1.487509,.4999089,.4999089,,,
0,-1.310892,1.669636,.6501107,0,.6979621,1.008854,-.310892,-.310892,,,
0,-.395044,-.5091648,-1.133918,0,-1.433171,-2.038127,.6049559,.6049559,,,
0,-.4131137,-1.342865,.6599596,0,-.5091328,-1.096019,.5868863,.5868863,,,
0,.0633097,-.2664131,.4687802,0,1.328986,.2656768,1.06331,1.06331,,,
0,-.5380669,-1.136953,.3941125,0,-.8189743,-1.280907,.4619331,.4619331,,,
0,-1.708119,.5728532,-.2076763,0,-2.051061,-1.342942,-.7081189,-.7081189,,,
0,-1.41857,1.106298,-.2831202,0,-1.013962,-.5953925,-.4185699,-.4185699,,,
0,1.180169,.2948982,-.3103544,0,3.344883,1.164713,2.18017,2.18017,,,
0,-.4410506,-.7754518,2.042621,0,1.385068,.8261182,.5589495,.5589495,,,
0,-.1106135,.162255,.1169745,0,1.058002,.168616,.8893865,.8893865,,,
0,.118333,.7743323,1.995168,0,4.006166,2.887833,1.118333,1.118333,,,
0,1.41889,1.290696,2.318684,0,7.447159,5.028269,2.41889,2.41889,,,
0,-1.153007,1.261694,.5280837,0,.4837638,.636771,-.1530071,-.1530071,,,
0,.3037723,-.4975794,.2860556,0,1.396021,.0922485,1.303772,1.303772,,,
0,.4725137,-1.723652,-.8829073,0,-.6615322,-2.134046,1.472514,1.472514,,,
0,-1.391656,.1711154,-.5076895,0,-2.119887,-1.72823,-.3916564,-.3916564,,,
0,.6492369,-.2239848,2.577906,0,4.652395,3.003158,1.649237,1.649237,,,
0,.0437184,1.01058,-.1199231,0,1.978093,.9343749,1.043718,1.043718,,,
0,1.451289,-1.331686,-.8841397,0,1.686752,-.764537,2.451289,2.451289,,,
0,1.210842,-.1678552,1.276527,0,4.530355,2.319514,2.210842,2.210842,,,
0,.4128412,-.5797438,.6646811,0,1.91062,.4977785,1.412841,1.412841,,,
0,-.0048352,-.279977,1.139435,0,1.849788,.854623,.9951648,.9951648,,,
0,-.3740069,.2851855,-.3935716,0,.1436002,-.4823929,.6259931,.6259931,,,
0,-1.027216,-1.276796,-1.110514,0,-3.441742,-3.414526,-.0272164,-.0272164,,,
0,1.527376,1.352345,1.414868,0,6.821964,4.294589,2.527376,2.527376,,,
0,.5907618,1.30245,-1.092063,0,2.391911,.8011491,1.590762,1.590762,,,
0,1.070512,-1.013399,.8202772,0,2.947901,.87739,2.070512,2.070512,,,
0,2.139774,.7153303,.9078822,0,6.902761,3.762987,3.139774,3.139774,,,
0,-.5876155,.5328023,1.099576,0,1.457148,1.044763,.4123845,.4123845,,,
0,.1418234,-.2527014,-1.017749,0,.0131965,-1.128627,1.141824,1.141824,,,
0,1.390853,-.1457467,-.0659173,0,3.570043,1.179189,2.390853,2.390853,,,
0,-1.030574,-.2079525,-1.034639,0,-2.303741,-2.273166,-.0305743,-.0305743,,,
0,.5835255,-.4026003,-.5970176,0,1.167433,-.4160923,1.583526,1.583526,,,
0,1.538284,-.9871909,-.0371435,0,3.052234,.5139498,2.538284,2.538284,,,
0,1.095415,-.8095504,1.1815,0,3.562779,1.467364,2.095415,2.095415,,,
0,1.289363,-.7240919,1.120513,0,3.975147,1.685784,2.289363,2.289363,,,
0,.4250214,1.460052,.2053844,0,3.515479,2.090458,1.425021,1.425021,,,
0,1.332112,-1.064472,-.5411273,0,2.058624,-.2734879,2.332112,2.332112,,,
0,.1224301,.8474051,1.72966,0,3.821925,2.699495,1.12243,1.12243,,,
0,.4007208,1.398096,.2594768,0,3.459015,2.058294,1.400721,1.400721,,,
